"activity_idx","activity_name","step_index","step_description"
"26","Mug Cake","311","seal-seal zip top bag, removing as much air as possible"
"26","Mug Cake","306","cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter"
"26","Mug Cake","302","Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake"
"26","Mug Cake","310","Measure and add-a pinch of salt to the mixing bowl"
"26","Mug Cake","304","Measure and add-1/4 tsp baking powder to the bowl"
"26","Mug Cake","303","Place-Place the paper cupcake liner inside the mug"
"26","Mug Cake","299","Measure and add-Measure and add 2 tbsp flour to the mixing bowl"
"26","Mug Cake","297","Measure and add-1.5 tbsp sugar to the mixing bowl"
"26","Mug Cake","308","Whisk-Whisk to combine mixture of flour, sugar and baking powder in the bowl"
"26","Mug Cake","313","Measure and add-1/4 tsp vanilla extract to the bowl"
"26","Mug Cake","296","Measure and add-2 tbsp water to the bowl"
"26","Mug Cake","301","Set-Set aside the lined mug"
"26","Mug Cake","300","Measure and add-Measure and add 2 tsp vegetable oil to the bowl"
"26","Mug Cake","294","Whisk-Whisk batter until no lumps remain"
"26","Mug Cake","307","Pour-Pour batter into prepared mug"
"26","Mug Cake","312","Microwave-Microwave the mug and batter on high power for 60 seconds. Check if the cake is done by inserting and toothpick into the center of the cake and then removing it. If wet batter clings to the toothpick, microwave for an additional 5 seconds. If the toothpick comes out clean, continue"
"26","Mug Cake","309","Invert-Invert the mug to release the cake onto a plate"
"26","Mug Cake","305","Allow-Allow to cool until it is no longer hot to the touch"
"26","Mug Cake","295","remove-then carefully remove the paper liner"
"26","Mug Cake","298","Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 4 spoonfuls of chocolate frosting into a zip-top bag"
"26","Mug Cake","311","seal-seal zip top bag, removing as much air as possible"
"26","Mug Cake","306","cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter"
"26","Mug Cake","302","Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake"
"26","Mug Cake","304","Measure and add-1/4 tsp baking powder to the bowl"
"26","Mug Cake","299","Measure and add-Measure and add 2 tbsp flour to the mixing bowl"
"26","Mug Cake","297","Measure and add-1.5 tbsp sugar to the mixing bowl"
"26","Mug Cake","303","Place-Place the paper cupcake liner inside the mug"
"26","Mug Cake","310","Measure and add-a pinch of salt to the mixing bowl"
"26","Mug Cake","308","Whisk-Whisk to combine mixture of flour, sugar and baking powder in the bowl"
"26","Mug Cake","300","Measure and add-Measure and add 2 tsp vegetable oil to the bowl"
"26","Mug Cake","313","Measure and add-1/4 tsp vanilla extract to the bowl"
"26","Mug Cake","296","Measure and add-2 tbsp water to the bowl"
"26","Mug Cake","301","Set-Set aside the lined mug"
"26","Mug Cake","294","Whisk-Whisk batter until no lumps remain"
"26","Mug Cake","307","Pour-Pour batter into prepared mug"
"26","Mug Cake","312","Microwave-Microwave the mug and batter on high power for 60 seconds. Check if the cake is done by inserting and toothpick into the center of the cake and then removing it. If wet batter clings to the toothpick, microwave for an additional 5 seconds. If the toothpick comes out clean, continue"
"26","Mug Cake","309","Invert-Invert the mug to release the cake onto a plate"
"26","Mug Cake","305","Allow-Allow to cool until it is no longer hot to the touch"
"26","Mug Cake","295","remove-then carefully remove the paper liner"
"26","Mug Cake","298","Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 4 spoonfuls of chocolate frosting into a zip-top bag"
"26","Mug Cake","311","seal-seal zip top bag, removing as much air as possible"
"26","Mug Cake","306","cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter"
"26","Mug Cake","302","Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake"
"26","Mug Cake","310","Measure and add-a pinch of salt to the mixing bowl"
"26","Mug Cake","304","Measure and add-1/4 tsp baking powder to the bowl"
"26","Mug Cake","297","Measure and add-1.5 tbsp sugar to the mixing bowl"
"26","Mug Cake","299","Measure and add-Measure and add 2 tbsp flour to the mixing bowl"
"26","Mug Cake","308","Whisk-Whisk to combine mixture of flour, sugar and baking powder in the bowl"
"26","Mug Cake","296","Measure and add-2 tbsp water to the bowl"
"26","Mug Cake","300","Measure and add-Measure and add 2 tsp vegetable oil to the bowl"
"26","Mug Cake","313","Measure and add-1/4 tsp vanilla extract to the bowl"
"26","Mug Cake","303","Place-Place the paper cupcake liner inside the mug"
"26","Mug Cake","294","Whisk-Whisk batter until no lumps remain"
"26","Mug Cake","301","Set-Set aside the lined mug"
"26","Mug Cake","307","Pour-Pour batter into prepared mug"
"26","Mug Cake","312","Microwave-Microwave the mug and batter on high power for 60 seconds. Check if the cake is done by inserting and toothpick into the center of the cake and then removing it. If wet batter clings to the toothpick, microwave for an additional 5 seconds. If the toothpick comes out clean, continue"
"26","Mug Cake","309","Invert-Invert the mug to release the cake onto a plate"
"26","Mug Cake","305","Allow-Allow to cool until it is no longer hot to the touch"
"26","Mug Cake","295","remove-then carefully remove the paper liner"
"26","Mug Cake","298","Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 4 spoonfuls of chocolate frosting into a zip-top bag"
"26","Mug Cake","311","seal-seal zip top bag, removing as much air as possible"
"26","Mug Cake","306","cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter"
"26","Mug Cake","302","Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake"
"26","Mug Cake","299","Measure and add-Measure and add 2 tbsp flour to the mixing bowl"
"26","Mug Cake","297","Measure and add-1.5 tbsp sugar to the mixing bowl"
"26","Mug Cake","310","Measure and add-a pinch of salt to the mixing bowl"
"26","Mug Cake","308","Whisk-Whisk to combine mixture of flour, sugar and baking powder in the bowl"
"26","Mug Cake","313","Measure and add-1/4 tsp vanilla extract to the bowl"
"26","Mug Cake","296","Measure and add-2 tbsp water to the bowl"
"26","Mug Cake","303","Place-Place the paper cupcake liner inside the mug"
"26","Mug Cake","301","Set-Set aside the lined mug"
"26","Mug Cake","300","Measure and add-Measure and add 2 tsp vegetable oil to the bowl"
"26","Mug Cake","294","Whisk-Whisk batter until no lumps remain"
"26","Mug Cake","307","Pour-Pour batter into prepared mug"
"26","Mug Cake","309","Invert-Invert the mug to release the cake onto a plate"
"26","Mug Cake","305","Allow-Allow to cool until it is no longer hot to the touch"
"26","Mug Cake","295","remove-then carefully remove the paper liner"
"26","Mug Cake","298","Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 4 spoonfuls of chocolate frosting into a zip-top bag"
"26","Mug Cake","306","cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter"
"26","Mug Cake","302","Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake"
"26","Mug Cake","304","Measure and add-1/4 tsp baking powder to the bowl"
"26","Mug Cake","312","Microwave-Microwave the mug and batter on high power for 60 seconds. Check if the cake is done by inserting and toothpick into the center of the cake and then removing it. If wet batter clings to the toothpick, microwave for an additional 5 seconds. If the toothpick comes out clean, continue"
"26","Mug Cake","311","seal-seal zip top bag, removing as much air as possible"
"26","Mug Cake","297","Measure and add-1.5 tbsp sugar to the mixing bowl"
"26","Mug Cake","304","Measure and add-1/4 tsp baking powder to the bowl"
"26","Mug Cake","310","Measure and add-a pinch of salt to the mixing bowl"
"26","Mug Cake","308","Whisk-Whisk to combine mixture of flour, sugar and baking powder in the bowl"
"26","Mug Cake","313","Measure and add-1/4 tsp vanilla extract to the bowl"
"26","Mug Cake","300","Measure and add-Measure and add 2 tsp vegetable oil to the bowl"
"26","Mug Cake","296","Measure and add-2 tbsp water to the bowl"
"26","Mug Cake","294","Whisk-Whisk batter until no lumps remain"
"26","Mug Cake","307","Pour-Pour batter into prepared mug"
"26","Mug Cake","312","Microwave-Microwave the mug and batter on high power for 60 seconds. Check if the cake is done by inserting and toothpick into the center of the cake and then removing it. If wet batter clings to the toothpick, microwave for an additional 5 seconds. If the toothpick comes out clean, continue"
"26","Mug Cake","309","Invert-Invert the mug to release the cake onto a plate"
"26","Mug Cake","305","Allow-Allow to cool until it is no longer hot to the touch"
"26","Mug Cake","298","Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 4 spoonfuls of chocolate frosting into a zip-top bag"
"26","Mug Cake","306","cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter"
"26","Mug Cake","302","Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake"
"26","Mug Cake","299","Measure and add-Measure and add 2 tbsp flour to the mixing bowl"
"26","Mug Cake","303","Place-Place the paper cupcake liner inside the mug"
"26","Mug Cake","301","Set-Set aside the lined mug"
"26","Mug Cake","311","seal-seal zip top bag, removing as much air as possible"
"26","Mug Cake","295","remove-then carefully remove the paper liner"
"26","Mug Cake","304","Measure and add-1/4 tsp baking powder to the bowl"
"26","Mug Cake","310","Measure and add-a pinch of salt to the mixing bowl"
"26","Mug Cake","299","Measure and add-Measure and add 2 tbsp flour to the mixing bowl"
"26","Mug Cake","297","Measure and add-1.5 tbsp sugar to the mixing bowl"
"26","Mug Cake","308","Whisk-Whisk to combine mixture of flour, sugar and baking powder in the bowl"
"26","Mug Cake","300","Measure and add-Measure and add 2 tsp vegetable oil to the bowl"
"26","Mug Cake","303","Place-Place the paper cupcake liner inside the mug"
"26","Mug Cake","301","Set-Set aside the lined mug"
"26","Mug Cake","296","Measure and add-2 tbsp water to the bowl"
"26","Mug Cake","313","Measure and add-1/4 tsp vanilla extract to the bowl"
"26","Mug Cake","294","Whisk-Whisk batter until no lumps remain"
"26","Mug Cake","307","Pour-Pour batter into prepared mug"
"26","Mug Cake","312","Microwave-Microwave the mug and batter on high power for 60 seconds. Check if the cake is done by inserting and toothpick into the center of the cake and then removing it. If wet batter clings to the toothpick, microwave for an additional 5 seconds. If the toothpick comes out clean, continue"
"26","Mug Cake","309","Invert-Invert the mug to release the cake onto a plate"
"26","Mug Cake","305","Allow-Allow to cool until it is no longer hot to the touch"
"26","Mug Cake","295","remove-then carefully remove the paper liner"
"26","Mug Cake","298","Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 4 spoonfuls of chocolate frosting into a zip-top bag"
"26","Mug Cake","311","seal-seal zip top bag, removing as much air as possible"
"26","Mug Cake","306","cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter"
"26","Mug Cake","302","Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake"
"26","Mug Cake","304","Measure and add-1/4 tsp baking powder to the bowl"
"26","Mug Cake","297","Measure and add-1.5 tbsp sugar to the mixing bowl"
"26","Mug Cake","299","Measure and add-Measure and add 2 tbsp flour to the mixing bowl"
"26","Mug Cake","303","Place-Place the paper cupcake liner inside the mug"
"26","Mug Cake","310","Measure and add-a pinch of salt to the mixing bowl"
"26","Mug Cake","308","Whisk-Whisk to combine mixture of flour, sugar and baking powder in the bowl"
"26","Mug Cake","301","Set-Set aside the lined mug"
"26","Mug Cake","300","Measure and add-Measure and add 2 tsp vegetable oil to the bowl"
"26","Mug Cake","313","Measure and add-1/4 tsp vanilla extract to the bowl"
"26","Mug Cake","294","Whisk-Whisk batter until no lumps remain"
"26","Mug Cake","307","Pour-Pour batter into prepared mug"
"26","Mug Cake","312","Microwave-Microwave the mug and batter on high power for 60 seconds. Check if the cake is done by inserting and toothpick into the center of the cake and then removing it. If wet batter clings to the toothpick, microwave for an additional 5 seconds. If the toothpick comes out clean, continue"
"26","Mug Cake","309","Invert-Invert the mug to release the cake onto a plate"
"26","Mug Cake","305","Allow-Allow to cool until it is no longer hot to the touch"
"26","Mug Cake","295","remove-then carefully remove the paper liner"
"26","Mug Cake","298","Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 4 spoonfuls of chocolate frosting into a zip-top bag"
"26","Mug Cake","306","cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter"
"26","Mug Cake","302","Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake"
"26","Mug Cake","296","Measure and add-2 tbsp water to the bowl"
"26","Mug Cake","311","seal-seal zip top bag, removing as much air as possible"
"26","Mug Cake","310","Measure and add-a pinch of salt to the mixing bowl"
"26","Mug Cake","299","Measure and add-Measure and add 2 tbsp flour to the mixing bowl"
"26","Mug Cake","303","Place-Place the paper cupcake liner inside the mug"
"26","Mug Cake","301","Set-Set aside the lined mug"
"26","Mug Cake","304","Measure and add-1/4 tsp baking powder to the bowl"
"26","Mug Cake","296","Measure and add-2 tbsp water to the bowl"
"26","Mug Cake","308","Whisk-Whisk to combine mixture of flour, sugar and baking powder in the bowl"
"26","Mug Cake","307","Pour-Pour batter into prepared mug"
"26","Mug Cake","312","Microwave-Microwave the mug and batter on high power for 60 seconds. Check if the cake is done by inserting and toothpick into the center of the cake and then removing it. If wet batter clings to the toothpick, microwave for an additional 5 seconds. If the toothpick comes out clean, continue"
"26","Mug Cake","305","Allow-Allow to cool until it is no longer hot to the touch"
"26","Mug Cake","309","Invert-Invert the mug to release the cake onto a plate"
"26","Mug Cake","295","remove-then carefully remove the paper liner"
"26","Mug Cake","298","Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 4 spoonfuls of chocolate frosting into a zip-top bag"
"26","Mug Cake","311","seal-seal zip top bag, removing as much air as possible"
"26","Mug Cake","306","cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter"
"26","Mug Cake","302","Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake"
"26","Mug Cake","300","Measure and add-Measure and add 2 tsp vegetable oil to the bowl"
"26","Mug Cake","294","Whisk-Whisk batter until no lumps remain"
"26","Mug Cake","297","Measure and add-1.5 tbsp sugar to the mixing bowl"
"26","Mug Cake","313","Measure and add-1/4 tsp vanilla extract to the bowl"
"26","Mug Cake","297","Measure and add-1.5 tbsp sugar to the mixing bowl"
"26","Mug Cake","299","Measure and add-Measure and add 2 tbsp flour to the mixing bowl"
"26","Mug Cake","304","Measure and add-1/4 tsp baking powder to the bowl"
"26","Mug Cake","303","Place-Place the paper cupcake liner inside the mug"
"26","Mug Cake","310","Measure and add-a pinch of salt to the mixing bowl"
"26","Mug Cake","308","Whisk-Whisk to combine mixture of flour, sugar and baking powder in the bowl"
"26","Mug Cake","301","Set-Set aside the lined mug"
"26","Mug Cake","296","Measure and add-2 tbsp water to the bowl"
"26","Mug Cake","313","Measure and add-1/4 tsp vanilla extract to the bowl"
"26","Mug Cake","294","Whisk-Whisk batter until no lumps remain"
"26","Mug Cake","300","Measure and add-Measure and add 2 tsp vegetable oil to the bowl"
"26","Mug Cake","307","Pour-Pour batter into prepared mug"
"26","Mug Cake","312","Microwave-Microwave the mug and batter on high power for 60 seconds. Check if the cake is done by inserting and toothpick into the center of the cake and then removing it. If wet batter clings to the toothpick, microwave for an additional 5 seconds. If the toothpick comes out clean, continue"
"26","Mug Cake","309","Invert-Invert the mug to release the cake onto a plate"
"26","Mug Cake","298","Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 4 spoonfuls of chocolate frosting into a zip-top bag"
"26","Mug Cake","306","cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter"
"26","Mug Cake","302","Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake"
"26","Mug Cake","295","remove-then carefully remove the paper liner"
"26","Mug Cake","305","Allow-Allow to cool until it is no longer hot to the touch"
"26","Mug Cake","311","seal-seal zip top bag, removing as much air as possible"
"26","Mug Cake","304","Measure and add-1/4 tsp baking powder to the bowl"
"26","Mug Cake","310","Measure and add-a pinch of salt to the mixing bowl"
"26","Mug Cake","299","Measure and add-Measure and add 2 tbsp flour to the mixing bowl"
"26","Mug Cake","297","Measure and add-1.5 tbsp sugar to the mixing bowl"
"26","Mug Cake","308","Whisk-Whisk to combine mixture of flour, sugar and baking powder in the bowl"
"26","Mug Cake","300","Measure and add-Measure and add 2 tsp vegetable oil to the bowl"
"26","Mug Cake","303","Place-Place the paper cupcake liner inside the mug"
"26","Mug Cake","296","Measure and add-2 tbsp water to the bowl"
"26","Mug Cake","313","Measure and add-1/4 tsp vanilla extract to the bowl"
"26","Mug Cake","301","Set-Set aside the lined mug"
"26","Mug Cake","294","Whisk-Whisk batter until no lumps remain"
"26","Mug Cake","307","Pour-Pour batter into prepared mug"
"26","Mug Cake","312","Microwave-Microwave the mug and batter on high power for 60 seconds. Check if the cake is done by inserting and toothpick into the center of the cake and then removing it. If wet batter clings to the toothpick, microwave for an additional 5 seconds. If the toothpick comes out clean, continue"
"26","Mug Cake","309","Invert-Invert the mug to release the cake onto a plate"
"26","Mug Cake","305","Allow-Allow to cool until it is no longer hot to the touch"
"26","Mug Cake","295","remove-then carefully remove the paper liner"
"26","Mug Cake","298","Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 4 spoonfuls of chocolate frosting into a zip-top bag"
"26","Mug Cake","311","seal-seal zip top bag, removing as much air as possible"
"26","Mug Cake","306","cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter"
"26","Mug Cake","302","Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake"
"27","Cheese Pimiento","321","Chop-Chop 1/4 red bell pepper into tiny bits"
"27","Cheese Pimiento","322","Place-Place the chopped pepper in the microwave-safe bowl"
"27","Cheese Pimiento","316","Add-Add 1/3 cup cheddar cheese to a microwave-safe cup"
"27","Cheese Pimiento","320","Add-Add 1 tablespoons of water to the bowl"
"27","Cheese Pimiento","323","Melt-Melt the cheese by microwaving cup for 30 sec. (Check after 30 seconds and microwave for 10 seconds more if needed)"
"27","Cheese Pimiento","318","Microwave-Microwave the bowl, covered, for 2 minutes"
"27","Cheese Pimiento","317","Mix-Mix the cheese and red bell pepper in the bowl"
"27","Cheese Pimiento","315","Add-Add 1/4 teaspoon salt to the bowl"
"27","Cheese Pimiento","319","Add-Add 1/4 teaspoon pepper to the bowl"
"27","Cheese Pimiento","314","add-add 1/2 tbsp softened butter to the bowl"
"27","Cheese Pimiento","324","Mix-Mix all the ingredients of the bowl well"
"27","Cheese Pimiento","320","Add-Add 1 tablespoons of water to the bowl"
"27","Cheese Pimiento","316","Add-Add 1/3 cup cheddar cheese to a microwave-safe cup"
"27","Cheese Pimiento","321","Chop-Chop 1/4 red bell pepper into tiny bits"
"27","Cheese Pimiento","323","Melt-Melt the cheese by microwaving cup for 30 sec. (Check after 30 seconds and microwave for 10 seconds more if needed)"
"27","Cheese Pimiento","322","Place-Place the chopped pepper in the microwave-safe bowl"
"27","Cheese Pimiento","318","Microwave-Microwave the bowl, covered, for 2 minutes"
"27","Cheese Pimiento","317","Mix-Mix the cheese and red bell pepper in the bowl"
"27","Cheese Pimiento","315","Add-Add 1/4 teaspoon salt to the bowl"
"27","Cheese Pimiento","314","add-add 1/2 tbsp softened butter to the bowl"
"27","Cheese Pimiento","319","Add-Add 1/4 teaspoon pepper to the bowl"
"27","Cheese Pimiento","324","Mix-Mix all the ingredients of the bowl well"
"27","Cheese Pimiento","316","Add-Add 1/3 cup cheddar cheese to a microwave-safe cup"
"27","Cheese Pimiento","321","Chop-Chop 1/4 red bell pepper into tiny bits"
"27","Cheese Pimiento","320","Add-Add 1 tablespoons of water to the bowl"
"27","Cheese Pimiento","323","Melt-Melt the cheese by microwaving cup for 30 sec. (Check after 30 seconds and microwave for 10 seconds more if needed)"
"27","Cheese Pimiento","322","Place-Place the chopped pepper in the microwave-safe bowl"
"27","Cheese Pimiento","318","Microwave-Microwave the bowl, covered, for 2 minutes"
"27","Cheese Pimiento","317","Mix-Mix the cheese and red bell pepper in the bowl"
"27","Cheese Pimiento","315","Add-Add 1/4 teaspoon salt to the bowl"
"27","Cheese Pimiento","319","Add-Add 1/4 teaspoon pepper to the bowl"
"27","Cheese Pimiento","314","add-add 1/2 tbsp softened butter to the bowl"
"27","Cheese Pimiento","324","Mix-Mix all the ingredients of the bowl well"
"27","Cheese Pimiento","321","Chop-Chop 1/4 red bell pepper into tiny bits"
"27","Cheese Pimiento","316","Add-Add 1/3 cup cheddar cheese to a microwave-safe cup"
"27","Cheese Pimiento","322","Place-Place the chopped pepper in the microwave-safe bowl"
"27","Cheese Pimiento","320","Add-Add 1 tablespoons of water to the bowl"
"27","Cheese Pimiento","323","Melt-Melt the cheese by microwaving cup for 30 sec. (Check after 30 seconds and microwave for 10 seconds more if needed)"
"27","Cheese Pimiento","318","Microwave-Microwave the bowl, covered, for 2 minutes"
"27","Cheese Pimiento","317","Mix-Mix the cheese and red bell pepper in the bowl"
"27","Cheese Pimiento","319","Add-Add 1/4 teaspoon pepper to the bowl"
"27","Cheese Pimiento","315","Add-Add 1/4 teaspoon salt to the bowl"
"27","Cheese Pimiento","314","add-add 1/2 tbsp softened butter to the bowl"
"27","Cheese Pimiento","324","Mix-Mix all the ingredients of the bowl well"
"27","Cheese Pimiento","320","Add-Add 1 tablespoons of water to the bowl"
"27","Cheese Pimiento","316","Add-Add 1/3 cup cheddar cheese to a microwave-safe cup"
"27","Cheese Pimiento","321","Chop-Chop 1/4 red bell pepper into tiny bits"
"27","Cheese Pimiento","323","Melt-Melt the cheese by microwaving cup for 30 sec. (Check after 30 seconds and microwave for 10 seconds more if needed)"
"27","Cheese Pimiento","322","Place-Place the chopped pepper in the microwave-safe bowl"
"27","Cheese Pimiento","318","Microwave-Microwave the bowl, covered, for 2 minutes"
"27","Cheese Pimiento","317","Mix-Mix the cheese and red bell pepper in the bowl"
"27","Cheese Pimiento","315","Add-Add 1/4 teaspoon salt to the bowl"
"27","Cheese Pimiento","319","Add-Add 1/4 teaspoon pepper to the bowl"
"27","Cheese Pimiento","314","add-add 1/2 tbsp softened butter to the bowl"
"27","Cheese Pimiento","324","Mix-Mix all the ingredients of the bowl well"
"27","Cheese Pimiento","316","Add-Add 1/3 cup cheddar cheese to a microwave-safe cup"
"27","Cheese Pimiento","321","Chop-Chop 1/4 red bell pepper into tiny bits"
"27","Cheese Pimiento","320","Add-Add 1 tablespoons of water to the bowl"
"27","Cheese Pimiento","323","Melt-Melt the cheese by microwaving cup for 30 sec. (Check after 30 seconds and microwave for 10 seconds more if needed)"
"27","Cheese Pimiento","322","Place-Place the chopped pepper in the microwave-safe bowl"
"27","Cheese Pimiento","318","Microwave-Microwave the bowl, covered, for 2 minutes"
"27","Cheese Pimiento","317","Mix-Mix the cheese and red bell pepper in the bowl"
"27","Cheese Pimiento","315","Add-Add 1/4 teaspoon salt to the bowl"
"27","Cheese Pimiento","314","add-add 1/2 tbsp softened butter to the bowl"
"27","Cheese Pimiento","319","Add-Add 1/4 teaspoon pepper to the bowl"
"27","Cheese Pimiento","324","Mix-Mix all the ingredients of the bowl well"
"27","Cheese Pimiento","321","Chop-Chop 1/4 red bell pepper into tiny bits"
"27","Cheese Pimiento","322","Place-Place the chopped pepper in the microwave-safe bowl"
"27","Cheese Pimiento","320","Add-Add 1 tablespoons of water to the bowl"
"27","Cheese Pimiento","318","Microwave-Microwave the bowl, covered, for 2 minutes"
"27","Cheese Pimiento","316","Add-Add 1/3 cup cheddar cheese to a microwave-safe cup"
"27","Cheese Pimiento","323","Melt-Melt the cheese by microwaving cup for 30 sec. (Check after 30 seconds and microwave for 10 seconds more if needed)"
"27","Cheese Pimiento","317","Mix-Mix the cheese and red bell pepper in the bowl"
"27","Cheese Pimiento","315","Add-Add 1/4 teaspoon salt to the bowl"
"27","Cheese Pimiento","314","add-add 1/2 tbsp softened butter to the bowl"
"27","Cheese Pimiento","319","Add-Add 1/4 teaspoon pepper to the bowl"
"27","Cheese Pimiento","324","Mix-Mix all the ingredients of the bowl well"
"27","Cheese Pimiento","316","Add-Add 1/3 cup cheddar cheese to a microwave-safe cup"
"27","Cheese Pimiento","321","Chop-Chop 1/4 red bell pepper into tiny bits"
"27","Cheese Pimiento","322","Place-Place the chopped pepper in the microwave-safe bowl"
"27","Cheese Pimiento","320","Add-Add 1 tablespoons of water to the bowl"
"27","Cheese Pimiento","323","Melt-Melt the cheese by microwaving cup for 30 sec. (Check after 30 seconds and microwave for 10 seconds more if needed)"
"27","Cheese Pimiento","317","Mix-Mix the cheese and red bell pepper in the bowl"
"27","Cheese Pimiento","314","add-add 1/2 tbsp softened butter to the bowl"
"27","Cheese Pimiento","319","Add-Add 1/4 teaspoon pepper to the bowl"
"27","Cheese Pimiento","315","Add-Add 1/4 teaspoon salt to the bowl"
"27","Cheese Pimiento","324","Mix-Mix all the ingredients of the bowl well"
"27","Cheese Pimiento","318","Microwave-Microwave the bowl, covered, for 2 minutes"
"27","Cheese Pimiento","321","Chop-Chop 1/4 red bell pepper into tiny bits"
"27","Cheese Pimiento","316","Add-Add 1/3 cup cheddar cheese to a microwave-safe cup"
"27","Cheese Pimiento","323","Melt-Melt the cheese by microwaving cup for 30 sec. (Check after 30 seconds and microwave for 10 seconds more if needed)"
"27","Cheese Pimiento","322","Place-Place the chopped pepper in the microwave-safe bowl"
"27","Cheese Pimiento","318","Microwave-Microwave the bowl, covered, for 2 minutes"
"27","Cheese Pimiento","317","Mix-Mix the cheese and red bell pepper in the bowl"
"27","Cheese Pimiento","319","Add-Add 1/4 teaspoon pepper to the bowl"
"27","Cheese Pimiento","314","add-add 1/2 tbsp softened butter to the bowl"
"27","Cheese Pimiento","315","Add-Add 1/4 teaspoon salt to the bowl"
"27","Cheese Pimiento","324","Mix-Mix all the ingredients of the bowl well"
"27","Cheese Pimiento","320","Add-Add 1 tablespoons of water to the bowl"
"27","Cheese Pimiento","316","Add-Add 1/3 cup cheddar cheese to a microwave-safe cup"
"27","Cheese Pimiento","320","Add-Add 1 tablespoons of water to the bowl"
"27","Cheese Pimiento","321","Chop-Chop 1/4 red bell pepper into tiny bits"
"27","Cheese Pimiento","323","Melt-Melt the cheese by microwaving cup for 30 sec. (Check after 30 seconds and microwave for 10 seconds more if needed)"
"27","Cheese Pimiento","322","Place-Place the chopped pepper in the microwave-safe bowl"
"27","Cheese Pimiento","318","Microwave-Microwave the bowl, covered, for 2 minutes"
"27","Cheese Pimiento","317","Mix-Mix the cheese and red bell pepper in the bowl"
"27","Cheese Pimiento","315","Add-Add 1/4 teaspoon salt to the bowl"
"27","Cheese Pimiento","314","add-add 1/2 tbsp softened butter to the bowl"
"27","Cheese Pimiento","324","Mix-Mix all the ingredients of the bowl well"
"27","Cheese Pimiento","319","Add-Add 1/4 teaspoon pepper to the bowl"
"27","Cheese Pimiento","320","Add-Add 1 tablespoons of water to the bowl"
"27","Cheese Pimiento","321","Chop-Chop 1/4 red bell pepper into tiny bits"
"27","Cheese Pimiento","322","Place-Place the chopped pepper in the microwave-safe bowl"
"27","Cheese Pimiento","316","Add-Add 1/3 cup cheddar cheese to a microwave-safe cup"
"27","Cheese Pimiento","323","Melt-Melt the cheese by microwaving cup for 30 sec. (Check after 30 seconds and microwave for 10 seconds more if needed)"
"27","Cheese Pimiento","318","Microwave-Microwave the bowl, covered, for 2 minutes"
"27","Cheese Pimiento","317","Mix-Mix the cheese and red bell pepper in the bowl"
"27","Cheese Pimiento","319","Add-Add 1/4 teaspoon pepper to the bowl"
"27","Cheese Pimiento","314","add-add 1/2 tbsp softened butter to the bowl"
"27","Cheese Pimiento","324","Mix-Mix all the ingredients of the bowl well"
"27","Cheese Pimiento","315","Add-Add 1/4 teaspoon salt to the bowl"
"27","Cheese Pimiento","320","Add-Add 1 tablespoons of water to the bowl"
"27","Cheese Pimiento","319","Add-Add 1/4 teaspoon pepper to the bowl"
"27","Cheese Pimiento","321","Chop-Chop 1/4 red bell pepper into tiny bits"
"27","Cheese Pimiento","318","Microwave-Microwave the bowl, covered, for 2 minutes"
"27","Cheese Pimiento","322","Place-Place the chopped pepper in the microwave-safe bowl"
